MolWeight,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumHeavyAtoms,FractionCSP3,NumAromaticRings,fl_int
-0.27933052243486234,0.6828140375989141,-0.4472135954999582,0.9206016138255996,0.18569533817705203,-0.14285714285714296,-0.16002560614563915,-0.8347085307471669,0.33333333333333326,-0.7032007786428234
-0.48764303799876163,2.3046814076566027,2.23606797749979,0.9206016138255996,0.18569533817705203,-0.14285714285714296,-0.4000640153640974,-0.6448740376883465,-1.3333333333333335,-0.3666025367683957
0.47781734439518536,0.5944792726686031,2.23606797749979,0.9206016138255996,0.18569533817705203,1.2857142857142854,0.5600896215097357,-0.06711688490063183,-1.3333333333333335,-0.5224149487328485
1.1587685258624791,0.6828140375989141,-0.4472135954999582,0.9206016138255996,1.1141720290623114,1.2857142857142854,1.2802048491651106,-1.2289801701770249,2.0,-0.7574908176548278
1.1587685258624791,0.6828140375989141,-0.4472135954999582,0.9206016138255996,1.1141720290623114,1.2857142857142854,1.2802048491651106,-1.2289801701770249,2.0,-0.7526047141437476
0.95045601029858,2.3046814076566027,2.23606797749979,0.9206016138255996,1.1141720290623114,1.2857142857142854,1.0401664399466524,-1.1194602703353975,0.33333333333333326,-0.2705091677171477
1.9159163926925258,0.5944792726686031,2.23606797749979,0.9206016138255996,1.1141720290623114,2.714285714285714,2.0003200768204854,-0.5794138676680632,0.33333333333333326,-0.49798443117744656
1.7414879686106253,-0.6411802879263307,-0.4472135954999582,-0.7039894693960475,0.18569533817705203,1.2857142857142854,1.0401664399466524,-0.26520505157070523,-1.3333333333333335,-0.7574908176548278
1.9730639067145914,-0.6411802879263307,-0.4472135954999582,-0.7039894693960475,2.0426487199475707,1.2857142857142854,2.0003200768204854,-0.5794138676680632,2.0,-0.30742639424531076
0.8559849710802242,2.7062964435606927,2.23606797749979,2.5451926970472467,1.1141720290623114,-0.14285714285714296,0.800128030728194,0.04543320979827358,0.33333333333333326,0.0280860468488769
