nohup: Eingabe wird ignoriert
Using device: cuda
Files already downloaded and verified
Train Epoch: 4 [12800/162770 (8%)]	Loss: 0.000101
Train Epoch: 4 [19200/162770 (12%)]	Loss: 0.000107
Train Epoch: 4 [25600/162770 (16%)]	Loss: 0.000104
Train Epoch: 4 [32000/162770 (20%)]	Loss: 0.000110
Train Epoch: 4 [38400/162770 (24%)]	Loss: 0.000110
Train Epoch: 4 [44800/162770 (28%)]	Loss: 0.000111
Train Epoch: 4 [51200/162770 (31%)]	Loss: 0.000110
Train Epoch: 4 [57600/162770 (35%)]	Loss: 0.000113
Train Epoch: 4 [64000/162770 (39%)]	Loss: 0.000107
Train Epoch: 4 [70400/162770 (43%)]	Loss: 0.000109
Train Epoch: 4 [76800/162770 (47%)]	Loss: 0.000122
Train Epoch: 4 [83200/162770 (51%)]	Loss: 0.000098
Train Epoch: 4 [89600/162770 (55%)]	Loss: 0.000094
Train Epoch: 4 [96000/162770 (59%)]	Loss: 0.000102
Train Epoch: 4 [102400/162770 (63%)]	Loss: 0.000111
Train Epoch: 4 [108800/162770 (67%)]	Loss: 0.000109
Train Epoch: 4 [115200/162770 (71%)]	Loss: 0.000117
Train Epoch: 4 [121600/162770 (75%)]	Loss: 0.000104
Train Epoch: 4 [128000/162770 (79%)]	Loss: 0.000096
Train Epoch: 4 [134400/162770 (83%)]	Loss: 0.000115
Train Epoch: 4 [140800/162770 (86%)]	Loss: 0.000111
Train Epoch: 4 [147200/162770 (90%)]	Loss: 0.000097
Train Epoch: 4 [153600/162770 (94%)]	Loss: 0.000114
Train Epoch: 4 [160000/162770 (98%)]	Loss: 0.000097
====> Epoch: 4 Average loss: 0.0001
====> Test set loss: 0.0001
Train Epoch: 5 [0/162770 (0%)]	Loss: 0.000115
Train Epoch: 5 [6400/162770 (4%)]	Loss: 0.000109
Train Epoch: 5 [12800/162770 (8%)]	Loss: 0.000100
Train Epoch: 5 [19200/162770 (12%)]	Loss: 0.000108
Train Epoch: 5 [25600/162770 (16%)]	Loss: 0.000105
Train Epoch: 5 [32000/162770 (20%)]	Loss: 0.000100
Train Epoch: 5 [38400/162770 (24%)]	Loss: 0.000098
Train Epoch: 5 [44800/162770 (28%)]	Loss: 0.000095
Train Epoch: 5 [51200/162770 (31%)]	Loss: 0.000106
Train Epoch: 5 [57600/162770 (35%)]	Loss: 0.000093
Train Epoch: 5 [64000/162770 (39%)]	Loss: 0.000110
Train Epoch: 5 [70400/162770 (43%)]	Loss: 0.000110
Train Epoch: 5 [76800/162770 (47%)]	Loss: 0.000118
Train Epoch: 5 [83200/162770 (51%)]	Loss: 0.000115
Train Epoch: 5 [89600/162770 (55%)]	Loss: 0.000103
