category,temperature,humidity,v_no2,v_etoh,v_voc,v_co
1,20.0,48.1,0.2922,1.2457,2.0238,2.6599
1,20.0,48.1,0.2947,1.2386,2.0183,2.6498
1,20.0,48.0,0.2926,1.2465,2.0184,2.6259
1,20.0,48.1,0.3029,1.2349,2.0232,2.7161
1,20.0,48.1,0.2911,1.2439,2.0411,2.6823
1,20.0,48.1,0.3041,1.2373,2.032,2.6286
1,20.0,48.1,0.2916,1.2375,2.0232,2.6135
1,20.0,48.1,0.2963,1.2381,2.0315,2.6531
1,20.0,48.1,0.2874,1.235,2.015,2.6282
1,20.0,48.1,0.2979,1.2399,2.0153,2.6869
1,20.0,48.1,0.2962,1.2396,2.0341,2.7335
1,20.0,48.1,0.3084,1.243,2.0338,2.7259
1,20.0,48.1,0.3047,1.2382,2.0315,2.7364
1,20.0,48.1,0.3087,1.2427,2.039,2.6567
1,20.0,48.2,0.3059,1.2332,2.0321,2.6499
1,20.0,48.1,0.2986,1.2285,2.0177,2.578
1,20.0,48.1,0.3036,1.2303,2.0147,2.6522
1,20.0,48.1,0.2887,1.2402,2.0179,2.6834
1,20.0,48.1,0.3093,1.2466,2.0274,2.6826
1,20.0,48.1,0.3088,1.2462,2.0409,2.7221
1,20.0,48.1,0.2918,1.2431,2.0418,2.6652
1,20.0,48.1,0.2974,1.2293,2.0374,2.5979
1,20.0,48.2,0.3066,1.2213,2.043,2.6672
1,20.0,48.2,0.2913,1.2308,2.0439,2.6321
1,20.0,48.2,0.2967,1.2308,2.0375,2.6481
1,20.0,48.1,0.3032,1.2242,2.0418,2.6844
1,20.0,48.2,0.3013,1.2229,2.0508,2.6957
1,20.0,48.2,0.2931,1.2311,2.0339,2.6768
1,20.0,48.2,0.2977,1.2248,2.0425,2.6773
1,20.0,48.2,0.2993,1.2384,2.0355,2.6269
1,20.0,48.1,0.2996,1.2247,2.0285,2.629
1,20.0,48.2,0.3013,1.2222,2.0282,2.6236
1,20.0,48.1,0.2996,1.2322,2.037,2.6581
1,20.0,48.1,0.2998,1.2289,2.0364,2.6395
1,20.0,48.1,0.2969,1.2277,2.0258,2.6525
1,20.0,48.1,0.2977,1.2355,2.0303,2.6435
1,20.0,48.2,0.287,1.2318,2.0216,2.651
1,20.0,48.2,0.3021,1.2309,2.036,2.6349
1,20.0,48.1,0.289,1.2224,2.016,2.6382
1,20.0,48.1,0.2867,1.2231,2.019,2.6254
1,20.0,48.1,0.2933,1.2186,2.0186,2.6374
1,20.0,48.1,0.3017,1.2246,2.0159,2.6387
1,20.0,48.1,0.2889,1.2275,2.0078,2.6058
1,20.0,48.1,0.2959,1.2133,2.0134,2.6078
1,20.0,48.1,0.287,1.2155,2.0109,2.6209
1,20.0,48.1,0.3008,1.2248,2.0044,2.7373
1,20.0,48.1,0.3143,1.2223,2.0258,2.8032
1,20.0,48.1,0.3153,1.2535,2.0236,2.7974
1,19.9,48.2,0.3204,1.251,2.0452,2.783
1,20.0,48.2,0.3074,1.2619,2.0398,2.7285
1,20.0,48.2,0.3103,1.2562,2.0395,2.7821
1,20.0,48.2,0.3167,1.2634,2.0468,2.7779
1,20.0,48.1,0.3164,1.2591,2.0524,2.7632
1,20.0,48.2,0.3157,1.2883,2.0454,2.8076
1,20.0,48.1,0.3199,1.29,2.0428,2.8048
1,20.0,48.1,0.335,1.2977,2.0686,2.8181
1,20.0,48.1,0.3361,1.3107,2.0626,2.8439
1,20.0,48.2,0.3253,1.3262,2.0825,2.8296
1,20.0,48.2,0.3318,1.3221,2.0799,2.8131
1,20.0,48.2,0.3189,1.3351,2.0896,2.7659
1,20.0,48.2,0.3351,1.3318,2.0835,2.7541
1,20.0,48.2,0.3388,1.3441,2.0931,2.8113
1,20.0,48.2,0.3245,1.3473,2.0943,2.7603
1,20.0,48.2,0.3189,1.3244,2.0745,2.7507
1,20.0,48.1,0.3129,1.3292,2.0786,2.7635
1,20.0,48.1,0.3177,1.3299,2.0745,2.705
1,20.0,48.1,0.3227,1.3185,2.0708,2.6659
1,20.0,48.1,0.3129,1.3167,2.0608,2.6625
1,20.0,48.1,0.302,1.3176,2.0474,2.6043
1,20.0,48.1,0.2931,1.3038,2.0531,2.6124
1,20.0,48.1,0.3058,1.2997,2.0496,2.6697
1,20.0,48.1,0.3193,1.3014,2.0552,2.7273
1,20.0,48.1,0.3112,1.3154,2.0604,2.7459
1,20.0,48.1,0.3179,1.3069,2.0622,2.7597
1,20.0,48.1,0.3213,1.318,2.0856,2.7757
1,20.0,48.2,0.3171,1.3219,2.0942,2.7235
1,20.0,48.2,0.3208,1.3292,2.0818,2.7531
1,20.0,48.2,0.3162,1.312,2.0871,2.7192
1,20.0,48.1,0.3066,1.3168,2.066,2.636
1,20.0,48.0,0.3022,1.3036,2.0623,2.6136
1,20.0,48.1,0.3088,1.2945,2.0651,2.6238
1,20.0,48.0,0.3036,1.2902,2.048,2.646
1,20.0,48.0,0.3031,1.2886,2.0583,2.61
1,20.0,48.0,0.3043,1.2832,2.0584,2.6427
1,20.0,48.1,0.2994,1.2788,2.0577,2.6638
1,20.0,48.1,0.2946,1.2697,2.0424,2.6295
1,20.0,48.1,0.3026,1.2708,2.0483,2.6852
1,20.0,48.1,0.3035,1.2758,2.05,2.6578
1,20.0,48.1,0.3127,1.2807,2.0477,2.7617
1,20.0,48.1,0.3081,1.2925,2.0581,2.7613
1,20.0,48.2,0.3125,1.2998,2.0711,2.7554
1,20.0,48.2,0.324,1.3095,2.0833,2.8065
1,20.0,48.2,0.3221,1.31,2.0778,2.7328
1,20.0,48.2,0.3197,1.3151,2.0826,2.7118
1,20.0,48.1,0.3188,1.3106,2.0774,2.7667
1,20.0,48.2,0.3194,1.3228,2.0857,2.8505
1,20.0,48.2,0.3272,1.3295,2.0842,2.8254
1,20.0,48.2,0.3227,1.3244,2.1015,2.7459
1,20.0,48.2,0.3295,1.3328,2.0975,2.6846
1,20.0,48.2,0.3079,1.3205,2.0779,2.6125
1,20.0,48.1,0.3116,1.3005,2.0732,2.603
1,20.0,48.1,0.3085,1.2922,2.0713,2.6123
1,20.0,48.1,0.3114,1.3028,2.0799,2.7455
1,20.0,48.1,0.304,1.3,2.0713,2.7245
1,20.0,48.1,0.3223,1.3079,2.0704,2.7222
1,20.0,48.1,0.3203,1.3109,2.0828,2.7679
1,20.0,48.1,0.3195,1.3189,2.0687,2.7344
1,20.0,48.1,0.3232,1.3162,2.0634,2.7454
1,20.0,48.1,0.3244,1.3138,2.0618,2.6775
1,20.0,48.1,0.3118,1.3075,2.0624,2.6507
1,20.0,48.1,0.3112,1.3097,2.0549,2.6641
1,20.0,48.1,0.3022,1.3017,2.0645,2.7426
1,20.0,48.1,0.3059,1.3052,2.0639,2.7389
1,20.0,48.1,0.3177,1.3186,2.0522,2.7042
1,20.0,48.1,0.311,1.3068,2.0643,2.6932
1,20.0,48.1,0.3111,1.3055,2.0592,2.6782
1,20.0,48.1,0.3197,1.3103,2.0676,2.7431
1,20.0,48.1,0.3015,1.3071,2.0553,2.6675
1,20.0,48.1,0.3153,1.3103,2.0688,2.6955
1,20.0,48.1,0.3133,1.3066,2.051,2.6382
1,20.0,48.1,0.2903,1.3017,2.0483,2.6606
1,20.0,48.1,0.2969,1.2956,2.0459,2.6216
1,20.0,48.0,0.3021,1.2732,2.0382,2.5927
1,20.0,48.1,0.2965,1.2865,2.0404,2.6502
1,20.0,48.0,0.2862,1.2743,2.0349,2.6356
1,20.0,48.0,0.2931,1.2703,2.0319,2.6308
1,20.0,48.0,0.2991,1.2645,2.0306,2.6464
1,20.0,48.1,0.301,1.2716,2.0272,2.6527
1,20.0,48.0,0.2992,1.2691,2.0181,2.6183
1,20.0,48.1,0.3007,1.2602,2.0247,2.624
1,20.0,48.1,0.2915,1.2566,2.0241,2.6174
1,20.0,48.1,0.3011,1.2576,2.0295,2.6354
1,20.0,48.1,0.292,1.2469,2.0204,2.5836
1,20.0,48.1,0.2965,1.2568,2.0164,2.6737
1,20.0,48.1,0.3019,1.2627,2.0314,2.6007
1,20.0,48.0,0.2913,1.2638,2.0191,2.5164
1,20.0,48.0,0.3066,1.2487,2.0096,2.5997
1,20.0,48.0,0.2929,1.2488,2.0265,2.6019
1,20.0,48.0,0.2935,1.25,2.0176,2.6445
1,20.0,48.1,0.2913,1.2494,2.0206,2.6378
1,20.0,48.1,0.2977,1.2538,2.0256,2.6386
1,20.0,48.1,0.2849,1.2515,2.0246,2.6622
1,20.0,48.1,0.2839,1.2434,2.0162,2.6309
1,20.0,48.1,0.2918,1.2377,2.026,2.5913
1,20.0,48.1,0.2942,1.2465,2.0227,2.6158
1,20.0,48.1,0.2922,1.2315,2.0087,2.6149
1,20.0,48.1,0.2932,1.2286,2.0191,2.5935
1,20.0,48.1,0.2898,1.2335,2.0184,2.5692
1,20.0,48.0,0.295,1.2243,2.0174,2.5918
1,20.0,48.0,0.2907,1.2263,2.0091,2.6121
1,20.0,48.1,0.2975,1.2397,2.0215,2.6984
1,20.0,48.0,0.3074,1.2581,2.0242,2.7827
1,20.0,48.1,0.2957,1.2542,2.0293,2.7107
1,20.0,48.1,0.292,1.2461,2.0284,2.6929
1,20.0,48.1,0.308,1.2619,2.0399,2.7403
1,20.0,48.1,0.3093,1.2636,2.0378,2.7649
1,20.0,48.2,0.3097,1.2608,2.0475,2.7563
1,20.0,48.2,0.3185,1.2788,2.0641,2.8132
1,20.0,48.2,0.3219,1.2966,2.0613,2.7725
1,20.0,48.1,0.3183,1.3034,2.061,2.7733
1,20.0,48.1,0.3157,1.2991,2.0587,2.7505
1,20.0,48.1,0.317,1.2914,2.0454,2.6432
1,20.0,48.0,0.3091,1.2853,2.0415,2.5922
1,20.0,48.0,0.3055,1.2935,2.0303,2.6167
1,20.0,48.0,0.3009,1.2779,2.0302,2.6331
1,20.0,48.0,0.3024,1.2666,2.0337,2.6559
1,20.0,48.0,0.3077,1.2824,2.0363,2.7354
1,20.0,48.0,0.3007,1.2918,2.0448,2.7284
1,20.0,48.0,0.3256,1.2963,2.0423,2.7689
1,20.0,48.0,0.3103,1.2884,2.0508,2.7063
1,20.0,48.1,0.3144,1.286,2.065,2.6934
1,20.0,48.1,0.2978,1.276,2.039,2.5663
1,20.0,48.1,0.3001,1.2712,2.0377,2.6093
1,20.0,48.0,0.2992,1.2686,2.0487,2.6097
1,20.0,48.1,0.2945,1.2568,2.0267,2.6176
1,20.0,48.1,0.2897,1.2528,2.0283,2.6185
1,20.0,48.0,0.2991,1.2477,2.0296,2.5968
1,20.0,48.1,0.2964,1.2502,2.0222,2.6573
1,20.0,48.0,0.307,1.2621,2.0322,2.6672
1,20.0,48.1,0.2989,1.251,2.0333,2.7109
1,20.0,48.0,0.2991,1.2606,2.022,2.6703
1,20.0,48.1,0.2978,1.2537,2.017,2.6265
1,20.0,48.0,0.2897,1.2598,2.0145,2.6269
1,20.0,48.0,0.2988,1.2529,2.0216,2.5956
1,20.0,48.0,0.2863,1.2463,2.0162,2.6119
1,20.0,48.0,0.2944,1.2468,2.019,2.6162
1,20.0,48.0,0.2947,1.2529,2.0137,2.6262
1,20.0,48.0,0.2922,1.2571,2.0042,2.6456
1,20.0,48.0,0.2856,1.2553,2.009,2.6099
1,20.0,48.1,0.287,1.2363,2.0099,2.6007
1,20.0,48.0,0.3067,1.2502,2.0103,2.7083
1,20.0,48.0,0.3016,1.2413,2.0185,2.7154
1,20.0,48.1,0.3051,1.2537,2.0298,2.6948
1,20.0,48.0,0.3078,1.2562,2.0206,2.683
1,20.0,48.0,0.3048,1.2567,2.0262,2.615
1,20.0,48.0,0.2984,1.2481,2.0356,2.6555
1,20.0,48.0,0.2976,1.2558,2.0271,2.6825
1,20.0,48.0,0.3014,1.253,2.0318,2.6871
1,20.0,48.1,0.2964,1.2467,2.0267,2.7201
1,20.0,48.0,0.2943,1.2529,2.0281,2.6026
1,20.0,48.1,0.3068,1.2545,2.0144,2.598
1,20.0,48.0,0.2935,1.2407,2.0211,2.5952
1,20.0,48.0,0.2877,1.2429,2.0135,2.6322
1,20.0,48.0,0.2899,1.2411,2.011,2.6263
1,20.0,48.0,0.2957,1.2432,2.0194,2.6658
1,20.0,48.1,0.2975,1.2431,2.0233,2.7151
1,20.0,48.1,0.2979,1.2297,2.0265,2.7059
1,20.0,48.0,0.3213,1.2339,2.0166,2.6772
1,20.0,48.1,0.2927,1.24,2.0256,2.6821
1,20.0,48.1,0.2977,1.2415,2.0124,2.661
1,20.0,48.0,0.289,1.2462,2.0147,2.6105
1,20.0,48.1,0.289,1.2168,2.0096,2.6084
1,20.0,48.1,0.3016,1.2281,2.0193,2.6011
1,20.0,48.0,0.2834,1.2236,2.0122,2.597
1,20.0,48.1,0.2932,1.2154,2.002,2.5885
1,20.0,48.1,0.2892,1.2258,2.0021,2.6246
1,20.0,48.1,0.2892,1.2252,2.0067,2.6341
1,20.0,48.0,0.3031,1.2339,2.0158,2.6686
1,20.0,48.0,0.3033,1.2358,2.0092,2.6657
1,20.0,48.1,0.3068,1.2317,2.0218,2.718
1,20.0,48.1,0.2931,1.2282,2.0173,2.6123
1,20.0,48.1,0.2863,1.2283,2.0118,2.6243
1,20.0,48.1,0.2934,1.2297,2.0268,2.6011
1,20.0,48.1,0.2938,1.2243,2.0158,2.6203
1,20.0,48.1,0.2873,1.224,2.0145,2.5823
1,20.0,48.1,0.2838,1.2209,2.0031,2.6065
1,20.0,48.1,0.29,1.216,2.0062,2.6219
1,20.0,48.1,0.275,1.2059,2.0062,2.5979
1,20.0,48.1,0.2816,1.2094,2.0036,2.5943
1,20.0,48.1,0.2956,1.2051,1.9958,2.5698
1,20.0,48.0,0.2835,1.2083,1.9813,2.5695
1,20.0,48.1,0.3002,1.2086,1.9928,2.5667
1,20.0,48.1,0.2906,1.2073,1.9933,2.6125
1,20.0,48.0,0.2913,1.2054,2.0052,2.632
1,20.0,48.1,0.3035,1.2105,1.9975,2.6408
1,20.0,48.1,0.3045,1.2189,2.0118,2.7062
1,20.0,48.1,0.2984,1.2186,2.0234,2.7361
1,20.0,48.2,0.3072,1.236,2.0237,2.7576
1,20.0,48.2,0.3068,1.2454,2.0457,2.7443
1,20.0,48.2,0.2897,1.2423,2.0169,2.6489
1,20.0,48.1,0.3018,1.2254,2.0163,2.5467
1,20.0,48.1,0.3001,1.2323,2.0116,2.64
1,20.0,48.0,0.2965,1.2352,2.0374,2.7458
1,20.0,48.1,0.3043,1.2607,2.0246,2.7174
1,20.0,48.1,0.2969,1.2542,2.0139,2.678
1,20.0,48.0,0.3011,1.2557,2.0176,2.6801
1,20.0,48.0,0.2944,1.2472,2.0078,2.6149
1,20.0,48.0,0.2996,1.2296,2.0103,2.6346
1,20.0,48.1,0.3015,1.2459,2.0162,2.618
1,20.0,48.0,0.2992,1.2325,2.0003,2.5478
1,20.0,48.0,0.2879,1.2213,1.9962,2.5524
1,20.0,48.0,0.2924,1.2115,1.9938,2.6029
1,20.0,48.0,0.2949,1.2189,1.9973,2.618
1,20.0,48.0,0.2928,1.211,1.982,2.5169
1,20.0,48.0,0.2913,1.2074,1.9855,2.5971
1,20.0,48.0,0.2842,1.2209,1.9928,2.5908
1,20.0,48.0,0.2779,1.2236,1.9812,2.601
1,20.0,48.0,0.3007,1.2143,1.9868,2.6169
1,20.0,48.1,0.2907,1.2127,1.9962,2.6101
1,20.0,48.0,0.2896,1.2119,2.0114,2.6401
1,20.0,48.0,0.284,1.2077,1.9958,2.6179
1,20.0,48.0,0.2911,1.2051,1.9922,2.6408
1,20.0,48.1,0.2984,1.2131,2.0069,2.6303
1,20.0,48.0,0.2868,1.2106,2.0073,2.6494
1,20.0,48.1,0.2852,1.2111,2.013,2.6315
1,20.0,48.0,0.2895,1.2037,2.014,2.6471
1,20.0,48.1,0.2873,1.2138,2.0014,2.6448
1,20.0,48.1,0.2865,1.2077,2.0071,2.6406
1,20.0,48.1,0.3106,1.2069,1.9987,2.6519
1,20.0,48.1,0.3036,1.2073,1.9927,2.6786
1,20.0,48.1,0.2926,1.2211,2.0004,2.7214
1,20.0,48.1,0.3094,1.2183,1.9846,2.7241
1,20.0,48.1,0.3143,1.225,2.0071,2.706
1,20.0,48.1,0.2982,1.2058,2.0059,2.6394
1,20.0,48.1,0.3037,1.2117,2.0001,2.6196
1,20.0,48.1,0.284,1.2051,2.0099,2.6196
1,20.0,48.1,0.2923,1.2046,2.0039,2.6321
1,20.0,48.1,0.2894,1.2159,1.9995,2.6028
1,20.0,48.1,0.2925,1.2048,2.0006,2.6074
1,20.0,48.1,0.2894,1.2092,1.9999,2.6139
1,20.0,48.1,0.2964,1.206,2.0012,2.6794
1,20.0,48.1,0.3016,1.2017,2.0022,2.6851
1,20.0,48.1,0.312,1.2122,1.9944,2.7026
1,20.0,48.1,0.3129,1.2146,2.0014,2.6688
1,20.0,48.2,0.3028,1.207,2.0024,2.681
1,20.0,48.1,0.3072,1.2118,1.9912,2.7057
1,20.0,48.1,0.3085,1.2138,2.0159,2.7294
1,20.0,48.2,0.3082,1.2169,2.0145,2.7237
1,20.0,48.1,0.3178,1.223,2.0104,2.7153
1,20.0,48.2,0.3101,1.2204,2.0119,2.6475
1,20.0,48.2,0.3164,1.224,2.0102,2.6439
1,20.0,48.2,0.3182,1.2196,2.0143,2.6351
1,20.0,48.1,0.3155,1.22,2.0153,2.6796
1,20.0,48.1,0.3124,1.219,2.0095,2.6683
1,20.0,48.1,0.2834,1.2164,2.0193,2.6715
1,20.0,48.2,0.3064,1.23,2.0043,2.6986
1,20.0,48.2,0.3123,1.23,2.0024,2.7146
1,20.0,48.2,0.3151,1.2152,2.0099,2.7128
1,20.0,48.2,0.3152,1.2172,2.0173,2.6864
1,20.0,48.2,0.3063,1.2256,2.0071,2.7004
1,20.0,48.2,0.3104,1.2272,2.0048,2.6824
1,20.0,48.2,0.3075,1.2235,2.002,2.6543
1,20.0,48.2,0.321,1.2159,2.0135,2.7187
1,20.0,48.2,0.3225,1.2213,2.0081,2.7863
1,20.0,48.2,0.3381,1.2364,2.0364,2.7966
1,20.0,48.2,0.3354,1.2429,2.024,2.7836
1,20.0,48.2,0.3342,1.2477,2.0455,2.7345
1,20.0,48.2,0.3215,1.2406,2.038,2.6913
1,20.0,48.2,0.3345,1.2354,2.0258,2.6799
1,20.0,48.2,0.3141,1.2406,2.0219,2.6262
1,20.0,48.2,0.3132,1.23,2.024,2.6663
1,20.0,48.1,0.2989,1.2237,2.0167,2.6048
1,20.0,48.2,0.3119,1.2351,2.0107,2.611
1,20.0,48.2,0.2995,1.2211,2.0036,2.6446
1,20.0,48.2,0.2993,1.2203,2.0119,2.6161
1,20.0,48.2,0.2932,1.2089,2.0026,2.6286
1,20.0,48.2,0.3128,1.2223,1.9901,2.6085
1,20.0,48.2,0.3047,1.2302,1.9968,2.6482
1,20.0,48.2,0.3044,1.2167,1.9986,2.6215
1,20.0,48.2,0.2884,1.2159,2.0118,2.6873
1,20.0,48.2,0.2961,1.2168,2.0167,2.6035
1,20.0,48.2,0.2958,1.2114,2.0024,2.5957
1,20.0,48.2,0.2904,1.2203,2.0155,2.5774
1,20.0,48.2,0.296,1.221,2.0048,2.6521
1,20.0,48.2,0.3026,1.2243,2.005,2.6611
1,20.0,48.2,0.2999,1.2259,2.0126,2.6382
1,20.0,48.2,0.3034,1.224,2.004,2.632
1,20.0,48.2,0.305,1.224,1.9988,2.6219
1,20.0,48.2,0.2853,1.2005,2.0049,2.6027
1,20.0,48.2,0.2863,1.2065,1.9951,2.6334
1,20.0,48.1,0.2948,1.2127,2.0079,2.659
1,20.0,48.1,0.3035,1.2069,1.9977,2.6597
1,20.0,48.1,0.2989,1.2215,1.9993,2.7158
1,20.0,48.2,0.3072,1.2194,2.0092,2.7508
1,20.0,48.2,0.313,1.2126,2.0117,2.7487
1,20.0,48.2,0.3212,1.2394,2.0124,2.737
1,20.0,48.2,0.3193,1.2297,2.0075,2.7206
1,20.0,48.2,0.3199,1.2289,2.016,2.6967
1,20.0,48.2,0.3176,1.2135,2.0129,2.6651
1,20.0,48.2,0.3022,1.2275,2.0072,2.6411
1,20.0,48.2,0.3156,1.2196,2.011,2.6672
1,20.0,48.2,0.3094,1.2314,2.001,2.6839
1,20.0,48.2,0.3207,1.2195,2.0218,2.7053
1,20.0,48.2,0.3157,1.2257,2.0115,2.7153
1,20.0,48.2,0.326,1.2191,1.9994,2.7376
1,20.0,48.2,0.3253,1.2347,2.0153,2.7531
1,20.0,48.2,0.3271,1.2396,2.0257,2.7624
1,20.0,48.2,0.325,1.2356,2.0134,2.7444
1,20.0,48.2,0.3339,1.2444,2.0361,2.7276
1,20.0,48.2,0.3332,1.2344,2.0225,2.6898
1,20.0,48.2,0.3171,1.2455,2.0189,2.6774
1,20.0,48.2,0.3242,1.2387,2.0168,2.7308
1,20.0,48.2,0.3286,1.2424,2.019,2.7304
1,20.0,48.2,0.3279,1.2232,2.0218,2.7004
1,20.0,48.2,0.3296,1.2378,2.0205,2.6861
1,20.0,48.2,0.3265,1.2314,2.0248,2.6842
1,20.0,48.2,0.3206,1.2329,2.0205,2.6978
1,20.0,48.2,0.3112,1.2318,2.0141,2.6793
1,20.0,48.2,0.3149,1.2238,2.0298,2.6826
1,20.0,48.2,0.3229,1.2269,2.0245,2.6549
1,20.0,48.2,0.3136,1.2221,2.0159,2.5952
1,20.0,48.2,0.2905,1.2204,2.0116,2.5984
1,20.0,48.2,0.3013,1.2201,2.0104,2.6091
1,20.0,48.2,0.2992,1.2247,1.9917,2.5835
1,20.0,48.2,0.3051,1.2152,1.9943,2.6455
1,20.0,48.2,0.3042,1.2015,1.9938,2.6457
1,20.0,48.2,0.3113,1.2128,1.9982,2.6884
1,20.0,48.2,0.3136,1.2209,2.0106,2.6718
1,20.0,48.2,0.3126,1.2174,1.9947,2.6574
1,20.0,48.2,0.3061,1.2147,1.9957,2.6467
1,20.0,48.2,0.3141,1.2228,2.0033,2.6084
1,20.0,48.2,0.2983,1.2085,1.9971,2.5851
1,20.0,48.2,0.3039,1.2104,2.0012,2.5894
1,20.0,48.2,0.3003,1.2053,1.9907,2.624
1,20.0,48.2,0.2926,1.2011,2.0096,2.6609
1,20.0,48.2,0.3,1.2199,2.0075,2.6647
1,20.0,48.2,0.3014,1.2259,2.0179,2.6604
1,20.0,48.2,0.2967,1.2184,2.0122,2.6027
1,20.0,48.2,0.3046,1.2239,2.0189,2.62
1,20.0,48.2,0.2929,1.2132,2.0014,2.6137
1,19.9,48.2,0.2992,1.2059,2.0019,2.5753
1,19.9,48.2,0.2879,1.2097,2.0006,2.6024
1,20.0,48.2,0.2954,1.2149,1.9954,2.6073
1,20.0,48.2,0.2922,1.2179,1.9935,2.6835
1,20.0,48.2,0.2994,1.2124,2.0056,2.6875
1,20.0,48.2,0.3034,1.2161,2.0059,2.6931
1,20.0,48.2,0.3086,1.2069,1.9999,2.6969
1,19.9,48.2,0.3066,1.2187,2.0013,2.6866
1,20.0,48.2,0.3087,1.2101,2.0165,2.6406
1,19.9,48.2,0.3084,1.2043,2.0105,2.6528
1,20.0,48.2,0.2972,1.2043,2.0094,2.6244
1,20.0,48.2,0.3006,1.2099,1.9956,2.5913
1,19.9,48.2,0.3037,1.2086,2.0121,2.6299
1,19.9,48.2,0.2921,1.2141,1.9894,2.6112
1,20.0,48.2,0.3008,1.2073,2.0019,2.6323
1,19.9,48.2,0.2913,1.2004,1.9999,2.617
1,20.0,48.2,0.3104,1.2138,1.9933,2.6635
1,19.9,48.2,0.2949,1.2089,2.0067,2.6657
1,19.9,48.2,0.3076,1.2063,1.9969,2.6632
1,19.9,48.2,0.3138,1.2145,1.9902,2.6527
1,19.9,48.2,0.3116,1.2101,2.001,2.6357
1,19.9,48.2,0.3142,1.2077,1.9954,2.639
1,19.9,48.2,0.3066,1.1988,2.0132,2.6594
1,19.9,48.2,0.298,1.2126,2.0062,2.6605
1,19.9,48.2,0.3193,1.2074,2.005,2.6881
1,19.9,48.2,0.3064,1.2059,1.989,2.7194
1,20.0,48.2,0.3181,1.2082,2.0043,2.6832
1,20.0,48.2,0.3139,1.2061,2.0071,2.687
1,19.9,48.2,0.3079,1.2035,1.9873,2.6636
1,20.0,48.2,0.3064,1.2175,2.012,2.6633
1,19.9,48.2,0.3185,1.2088,2.0036,2.6861
1,19.9,48.2,0.3237,1.2129,2.0087,2.686
1,19.9,48.2,0.3161,1.212,2.0194,2.7271
1,19.9,48.2,0.3338,1.2141,2.009,2.7339
1,20.0,48.2,0.3244,1.217,2.0056,2.6864
1,20.0,48.2,0.3245,1.2113,2.0123,2.6863
1,20.0,48.2,0.3234,1.2252,2.0018,2.6961
1,20.0,48.2,0.3271,1.2155,2.0058,2.745
1,20.0,48.3,0.3282,1.2313,2.0073,2.7321
1,20.0,48.3,0.3287,1.2362,2.018,2.7239
1,19.9,48.3,0.3278,1.2203,2.0073,2.6809
1,19.9,48.3,0.3268,1.2267,2.0095,2.6752
1,20.0,48.3,0.3264,1.2238,2.0067,2.6909
1,19.9,48.3,0.3217,1.2192,2.0037,2.688
1,20.0,48.2,0.3219,1.2175,2.0089,2.6452
1,20.0,48.2,0.312,1.2224,2.0069,2.6547
1,20.0,48.2,0.3195,1.2162,2.009,2.6506
1,19.9,48.2,0.3151,1.2309,2.0024,2.636
1,20.0,48.2,0.3103,1.2188,2.0065,2.6467
1,19.9,48.2,0.3071,1.2216,1.996,2.626
1,19.9,48.2,0.3092,1.2243,1.9982,2.6252
1,19.9,48.2,0.3037,1.2101,2.0084,2.6039
1,20.0,48.2,0.2988,1.2073,1.9982,2.6381
1,20.0,48.2,0.2892,1.2112,2.0048,2.588
1,19.9,48.2,0.2959,1.2085,1.9938,2.6482
1,20.0,48.2,0.3104,1.2103,1.9965,2.6616
1,19.9,48.2,0.3119,1.2099,1.9934,2.7069
1,20.0,48.2,0.3197,1.2163,2.0136,2.7219
1,19.9,48.3,0.332,1.2181,2.0121,2.7252
1,20.0,48.2,0.3307,1.2141,2.0016,2.692
1,19.9,48.2,0.3269,1.2106,2.0054,2.6469
1,20.0,48.2,0.3116,1.2133,1.9979,2.568
1,20.0,48.2,0.3009,1.2169,2.0068,2.6372
1,20.0,48.2,0.3111,1.2261,1.9904,2.6272
1,19.9,48.2,0.3025,1.2086,1.9897,2.697
1,19.9,48.2,0.3145,1.2216,2.0005,2.707
1,20.0,48.2,0.3152,1.2322,1.9899,2.6812
1,20.0,48.2,0.3158,1.2228,1.9944,2.6994
1,20.0,48.2,0.323,1.2257,2.0011,2.6861
1,19.9,48.2,0.3207,1.2202,2.0047,2.7026
1,19.9,48.3,0.3343,1.2232,2.0007,2.7142
1,20.0,48.2,0.3188,1.2345,1.9964,2.7326
1,20.0,48.3,0.329,1.2263,2.0097,2.7366
1,20.0,48.2,0.3374,1.2349,2.0128,2.7188
1,20.0,48.3,0.3332,1.2319,2.0243,2.7187
1,20.0,48.2,0.3316,1.2314,2.0118,2.7221
1,20.0,48.2,0.3298,1.2304,2.0146,2.7265
1,20.0,48.2,0.3326,1.2373,2.0214,2.7363
1,20.0,48.2,0.3393,1.2417,2.0194,2.7413
1,20.0,48.3,0.3429,1.2483,2.016,2.7211
1,20.0,48.2,0.3294,1.2374,2.0183,2.733
1,20.0,48.3,0.3314,1.2383,2.0314,2.7482
1,20.0,48.3,0.3316,1.2431,2.0301,2.7558
1,20.0,48.3,0.3365,1.2575,2.0262,2.7441
1,20.0,48.3,0.3599,1.2677,2.0295,2.7572
1,20.0,48.3,0.3468,1.2791,2.039,2.761
1,20.0,48.3,0.3479,1.2753,2.0347,2.7623
1,20.0,48.3,0.3459,1.2827,2.0458,2.7462
1,20.0,48.3,0.3474,1.3032,2.0434,2.7155
1,20.0,48.3,0.3388,1.303,2.0446,2.7192
1,19.9,48.3,0.346,1.2924,2.029,2.7059
